"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Paid Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Organic products","additionalInfo/Offerings/0/Small plates","additionalInfo/Offerings/1/Prepared foods","additionalInfo/Offerings/2/Salad bar","additionalInfo/Parking/0/Free street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/NFC mobile payments","additionalInfo/Payments/6/Credit cards","additionalInfo/Recycling/0/Batteries","additionalInfo/Recycling/0/Plastic bags","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/No-contact delivery","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/Delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/In-store pickup","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/In-store shopping","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Onsite services","additionalInfo/Service options/5/Same-day delivery","additionalInfo/Service options/6/Same-day delivery","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SHOP NO.5 BMC MARKET M.R ROAD OPP OM NIWAS BLDG 8th, 08, M R STREET, Kamathipura, Mumbai, Maharashtra 400008, India","Indian grocery store",,,,,,,,,,"Indian grocery store","2602276021630837866","Mumbai","false","IN",,"0x3be7cfe9985a7c6d:0x241d244114d2a46a",,"https://lh5.googleusercontent.com/p/AF1QipNrIa7E0-gc002T0aTDTVb6nZCcjVmWKej_dsM=w426-h240-k-no","2","false",,"18.964818","72.827243","Dalal Estate, Kamathipura","Monday","7 AM to 10 PM","Tuesday","7 AM to 10 PM","Wednesday","7 AM to 10 PM","Thursday","7 AM to 10 PM","Friday","7 AM to 10 PM","Saturday","7 AM to 10 PM","Sunday","7 AM to 10 PM","false","+91 79768 13509","+917976813509","ChIJbXxamOnP5zsRaqTSFEEkHSQ","400008",,"14",,"2",,,,,,"2024-09-22T16:37:15.594Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","SHOP NO.5 BMC MARKET M.R ROAD OPP OM NIWAS BLDG 8th, 08, M R STREET","जम्भेश्वर गेनरल स्टोर","false","jambheswar genral store","5","https://www.google.com/maps/search/?api=1&query=jambheswar%20genral%20store&query_place_id=ChIJbXxamOnP5zsRaqTSFEEkHSQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Shop no. 77, Bawla Masjid Building, Plot no 271, NM Joshi Marg, Irani chawl, Lower Parel, Mumbai, Maharashtra 400013, India","Indian grocery store","Dry fruit store","General store","Grocery delivery service","Grocery store","Wholesale grocer",,,,,"Indian grocery store","6644116575993055449","Mumbai","false","IN",,"0x3be7cf6f50a2b519:0x5c34a4d2e659c8d9",,"https://lh5.googleusercontent.com/p/AF1QipPO2KCrcD1vwqoUADPE0_L_4mNkW5KlzuBHE1eh=w427-h240-k-no","4","false",,"18.9932314","72.8312732","Irani chawl, Lower Parel","Monday","10 AM to 10 PM","Tuesday","10 AM to 10 PM","Wednesday","10 AM to 10 PM","Thursday","10 AM to 10 PM","Friday","10 AM to 10 PM","Saturday","10 AM to 10 PM","Sunday","10 AM to 2 PM","false","+91 99203 76033","+919920376033","ChIJGbWiUG_P5zsR2chZ5tKkNFw","400013",,"17",,"1",,,,,,"2024-09-22T16:37:15.748Z","https://www.google.com/maps/search/grocery/@18.95931945,72.90252835000001,16z?hl=en","grocery","Maharashtra","Shop no. 77, Bawla Masjid Building, Plot no 271, NM Joshi Marg","राजेश स्टोर - ग्रोसेरी शॉप & सुपरमार्केट | कर्री रोड, लोअर परेल","false","Rajesh Store - Grocery shop & Supermarket | Currey road, Lower parel","5","https://www.google.com/maps/search/?api=1&query=Rajesh%20Store%20-%20Grocery%20shop%20%26%20Supermarket%20%7C%20Currey%20road%2C%20Lower%20parel&query_place_id=ChIJGbWiUG_P5zsR2chZ5tKkNFw",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,"Shop Number 1/1A, Mini Sudarshan Building, Near Nepean Sea Road, LD Ruparel Marg, Malabar Hill, Mumbai, Maharashtra 400006, India","Grocery store","ATM",,,,,,,,,"Grocery store","8019974334080877892","Mumbai","true","IN",,"0x3be7cde2f1b44ddf:0x6f4cac2a4aa40544",,"https://lh5.googleusercontent.com/p/AF1QipMufRvoE-j5iukIUvdvNhgziyvAPuftBnMA8EKg=w408-h317-k-no","4","false",,"18.9537439","72.8022824","Malabar Hill","Monday","7 AM to 9 PM","Tuesday","7 AM to 9 PM","Wednesday","7 AM to 9 PM","Thursday","7 AM to 9 PM","Friday","7 AM to 9 PM","Saturday","7 AM to 9 PM","Sunday","7 AM to 2:30 PM","false","+91 99679 18419","+919967918419","ChIJ30208eLN5zsRRAWkSiqsTG8","400006",,"4",,"71",,,,,,"2024-09-22T16:37:15.838Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","Shop Number 1/1A, Mini Sudarshan Building, Near Nepean Sea Road, LD Ruparel Marg, Malabar Hill","वेलकम जनरल स्टोअर्स","false","Welcome General Stores","4.5","https://www.google.com/maps/search/?api=1&query=Welcome%20General%20Stores&query_place_id=ChIJ30208eLN5zsRRAWkSiqsTG8",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Dhudwala Complex, 12 Basement, Kedy Tower, 233 - B, Bellasis Road, Clare Road, E Wing, Jehangir Boman Behram Rd, RBI Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008, India","Dry fruit store","Confectionery store","Gourmet grocery store","Indian grocery store","Nut store",,,,,,"Dry fruit store","12340075605741489920","Mumbai","false","IN",,"0x3be7ce6b94de57d7:0xab40c16205af4f00",,"https://lh5.googleusercontent.com/p/AF1QipODgdp4XjpLV60fyAXM5ZgPdnx16eULzkyfTA2B=w648-h240-k-no","4","false","Dudhwala Complex E","18.9692116","72.8232731","RBI Staff Colony, Mumbai Central","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","9 AM to 3:30 PM","false","+91 82910 10003","+918291010003","ChIJ11felGvO5zsRAE-vBWLBQKs","400008",,"19",,"30",,,,,,"2024-09-22T16:37:15.440Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","Dhudwala Complex, 12 Basement, Kedy Tower, 233 - B, Bellasis Road, Clare Road, E Wing, Jehangir Boman Behram Rd","सुकामेवा मार्ट","false","Dryfruit Mart","4.2","https://www.google.com/maps/search/?api=1&query=Dryfruit%20Mart&query_place_id=ChIJ11felGvO5zsRAE-vBWLBQKs","https://www.dryfruitmart.in/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11, Pandurang Budhkar Marg, Lower Parel West, Lower Parel, Mumbai, Maharashtra 400013, India","Grocery store",,,,,,,,,,"Grocery store","13429995506262147617","Mumbai","false","IN",,"0x3be7cf5197c335c7:0xba60edc1fdd90221",,,,"false",,"19.0061982","72.8248224","Lower Parel West, Lower Parel",,,,,,,,,,,,,,,"false","+91 93721 33694","+919372133694","ChIJxzXDl1HP5zsRIQLZ_cHtYLo","400013",,"15",,"0",,,,,,"2024-09-22T16:37:15.484Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","11, Pandurang Budhkar Marg",,"false","Kiran Pal",,"https://www.google.com/maps/search/?api=1&query=Kiran%20Pal&query_place_id=ChIJxzXDl1HP5zsRIQLZ_cHtYLo",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"XR7J+G4W, Undaria street, Nagpada, Mumbai, Maharashtra 400008, India","Indian grocery store",,,,,,,,,,"Indian grocery store","8372936104552877855","Mumbai","true","IN",,"0x3be7cf0db1ebe19b:0x7432a5067eeacf1f",,"https://lh5.googleusercontent.com/p/AF1QipNcP6Gyprsd5tMkVudS6AY7OWnK_7UkflR_4aVT=w408-h544-k-no","2","false",,"18.9638689","72.8303313","Nagpada","Monday","Closed","Tuesday","Closed","Wednesday","Closed","Thursday","Closed","Friday","Closed","Saturday","Closed","Sunday","8 AM to 4 PM","false",,,"ChIJm-HrsQ3P5zsRH8_qfgalMnQ","400008",,"15",,"3",,,,,,"2024-09-22T16:37:15.594Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","XR7J+G4W, Undaria street","अब्बास प्रोविशन स्टोर","false","Abbas Provision Store","5","https://www.google.com/maps/search/?api=1&query=Abbas%20Provision%20Store&query_place_id=ChIJm-HrsQ3P5zsRH8_qfgalMnQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Shop No, CLUSTER_MUMBAI-40, 135R, Rambhau Bhogle Marg, Ferbandar, Ghodapdeo, Byculla East, Byculla, Mumbai, Maharashtra 400033, India","Grocery store",,,,,,,,,,"Grocery store","4981551262839627728","Mumbai","true","IN",,"0x3be7ce50bbe90f77:0x4522067aebf45fd0",,"https://lh5.googleusercontent.com/p/AF1QipNWCDlTs15Sd7U07Lws3Jpt2KMb14nD_WjpCZvT=w408-h725-k-no","3","false",,"18.9828757","72.8407284","Ferbandar, Ghodapdeo, Byculla East, Byculla","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","9 AM to 10 PM","false","+91 90048 38921","+919004838921","ChIJdw_pu1DO5zsR0F_063oGIkU","400033",,"15",,"1",,,,,,"2024-09-22T16:37:15.647Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","Shop No, CLUSTER_MUMBAI-40, 135R, Rambhau Bhogle Marg","श्री करधर फरसाण मार्ट","false","Shree Kardhar Farsan Mart","5","https://www.google.com/maps/search/?api=1&query=Shree%20Kardhar%20Farsan%20Mart&query_place_id=ChIJdw_pu1DO5zsR0F_063oGIkU",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Shop no.1 umargaon building j.m street, Parel, Mumbai, Maharashtra 400012, India","Store","Grocery delivery service","Indian grocery store",,,,,,,,"Store","1248714769927840084","Mumbai","false","IN",,"0x3be7cfc08e33bcff:0x115453779f552154",,"https://lh5.googleusercontent.com/p/AF1QipMY1qioRiwO5n_cRhCiivR4G4PDr0v1dOQIAyXV=w426-h240-k-no","3","false",,"19.0032843","72.8390256","Parel East, Parel",,,,,,,,,,,,,,,"false",,,"ChIJ_7wzjsDP5zsRVCFVn3dTVBE","400012",,"18",,"4",,,,,,"2024-09-22T16:37:15.748Z","https://www.google.com/maps/search/grocery/@18.95931945,72.90252835000001,16z?hl=en","grocery","Maharashtra","Shop no.1 umargaon building j.m street","महालक्ष्मी किराना &जनरल स्टोर","false","Mahalaxmi Kirana &Janral Store","5","https://www.google.com/maps/search/?api=1&query=Mahalaxmi%20Kirana%20%26Janral%20Store&query_place_id=ChIJ_7wzjsDP5zsRVCFVn3dTVBE",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,"No.222, Bara Imam Rd, Ajmer, Null Bazar, Bhuleshwar, Mumbai, Maharashtra 400003, India","Grocery store","Dry fruit store",,,,,,,,,"Grocery store","9202940512698573151","Mumbai","false","IN",,"0x3be7ce3d973bc86f:0x7fb769a31473215f",,"https://lh5.googleusercontent.com/p/AF1QipOyI644Bjmhwsl0cUsI9mEJ7k27Z_jJPEkOX3oE=w408-h240-k-no-pi-0-ya123.12001-ro-0-fo100","4","false",,"18.9577522","72.8292071","Ajmer, Null Bazar, Bhuleshwar",,,,,,,,,,,,,,,"false","+91 22 2346 3248","+912223463248","ChIJb8g7lz3O5zsRXyFzFKNpt38","400003",,"16",,"30",,,,,,"2024-09-22T16:37:15.594Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","No.222, Bara Imam Rd","मुल्तनमल देवीचंद","false","Multanmal Devichand","4.6","https://www.google.com/maps/search/?api=1&query=Multanmal%20Devichand&query_place_id=ChIJb8g7lz3O5zsRXyFzFKNpt38",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"M/7, Veer Jijamata Nagar, Dr. E. Moses Road, Worli, Mumbai, Maharashtra 400018, India","Indian grocery store","Grocery store",,,,,,,,,"Indian grocery store","14984188023058067877","Mumbai","false","IN",,"0x3be7ce88c4c78e4f:0xcff2879e0a09f1a5",,,,"false",,"18.9921944","72.8181249","Veer Jijamata Nagar, Jijamata Nagar, Worli","Monday","Closed","Tuesday","8:30 AM to 10 PM","Wednesday","8:30 AM to 10 PM","Thursday","8:30 AM to 10 PM","Friday","8:30 AM to 10 PM","Saturday","8:30 AM to 10 PM","Sunday","8:30 AM to 10 PM","false","+91 98501 55917","+919850155917","ChIJT47HxIjO5zsRpfEJCp6H8s8","400018",,"16",,"11",,,,,,"2024-09-22T16:37:15.484Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","M/7, Veer Jijamata Nagar, Dr. E. Moses Road, Worli","डी जयस्वाल धान्य आणि किराणा स्टोअर","false","D Jaiswal Grain and Kirana Store","4.6","https://www.google.com/maps/search/?api=1&query=D%20Jaiswal%20Grain%20and%20Kirana%20Store&query_place_id=ChIJT47HxIjO5zsRpfEJCp6H8s8",
,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,"Patil Niwas, 241, Walkeshwar Rd, Raj Bhavan, Malabar Hill, Mumbai, Maharashtra 400006, India","Grocery store","Supermarket",,,,,,,,,"Grocery store","9453066985043198467","Mumbai","false","IN",,"0x3be7cdfbd321f949:0x83300a56a1790203",,"https://lh5.googleusercontent.com/p/AF1QipMu2vzyAUBoG2p9u3m8-FdylrhKEOJnhn9XRZqG=w408-h306-k-no","4","false",,"18.9455968","72.7954459","Raj Bhavan, Malabar Hill","Monday","8 AM to 9 PM","Tuesday","8 AM to 9 PM","Wednesday","8 AM to 9 PM","Thursday","8 AM to 9 PM","Friday","8 AM to 9 PM","Saturday","8 AM to 9 PM","Sunday","8 AM to 1 PM","false","+91 22 2369 6786","+912223696786","ChIJSfkh0_vN5zsRAwJ5oVYKMIM","400006",,"5",,"63",,,,,,"2024-09-22T16:37:15.838Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","Patil Niwas, 241, Walkeshwar Rd","शाह प्रोविजन स्टोअर्स","false","Shah Provision Stores","4.1","https://www.google.com/maps/search/?api=1&query=Shah%20Provision%20Stores&query_place_id=ChIJSfkh0_vN5zsRAwJ5oVYKMIM",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,,,"true",,"true",,,,,,,,,"true",,,,,,,"true",,,,,,,"3/4, Mahavir Building Khurshethji Rana Lane, Pathe Bapurao Marg, Station Road, Mumbai, Maharashtra 400007, India","Supermarket",,,,,,,,,,"Supermarket","17471412913164202713","Mumbai","false","IN",,"0x3be7cf3e500b6cb1:0xf276ed7a1d5332d9",,"https://lh5.googleusercontent.com/p/AF1QipNbqsxTe1mVZs6Ol5rfBUJ8BkWYhou7RDv9L6o=w408-h404-k-no","4","false",,"18.9621217","72.8165605","Pannalal Terrace, Grant Road East, Bharat Nagar, Station Road","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 70455 67780","+917045567780","ChIJsWwLUD7P5zsR2TJTHXrtdvI","400007",,"20",,"32",,,,,,"2024-09-22T16:37:15.440Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","3/4, Mahavir Building Khurshethji Rana Lane, Pathe Bapurao Marg","वेल्ल्वोर्थ सुपरमार्ट","false","Wellworth Supermart","4.6","https://www.google.com/maps/search/?api=1&query=Wellworth%20Supermart&query_place_id=ChIJsWwLUD7P5zsR2TJTHXrtdvI",
,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,"true",,,,,"true","true",,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"Shop No.9/106, Esperanza, Dr Baba Saheb Ambedkar Rd, opp. Digvijay Mills, Lal Baug, Parel, Mumbai, Maharashtra 400012, India","Confectionery store","Indian grocery store",,,,,,,,,"Confectionery store","4962623713960628002","Mumbai","false","IN",,"0x3be7cffee5f3bd57:0x44dec7f9888d8f22",,"https://lh5.googleusercontent.com/p/AF1QipPbpER-_ydJb711cs_wZRq2aIl-JqySRxEpFAqo=w493-h240-k-no","4","false",,"18.9887813","72.8356333","Lal Baug, Parel","Monday","7 AM to 10:30 PM","Tuesday","7 AM to 10:30 PM","Wednesday","7 AM to 10:30 PM","Thursday","7 AM to 10:30 PM","Friday","7 AM to 10:30 PM","Saturday","7 AM to 10:30 PM","Sunday","7 AM to 10:30 PM","false",,,"ChIJV73z5f7P5zsRIo-NiPnH3kQ","400012",,"17",,"8",,,,,,"2024-09-22T16:37:15.647Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","Shop No.9/106, Esperanza, Dr Baba Saheb Ambedkar Rd, opp. Digvijay Mills","रामेश्वर स्वीट्स & नमकीन","false","Rameshwar Sweets & Namkeen","4.3","https://www.google.com/maps/search/?api=1&query=Rameshwar%20Sweets%20%26%20Namkeen&query_place_id=ChIJV73z5f7P5zsRIo-NiPnH3kQ",
,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"74/C, Mohammed Ali Rd, Nakhuda Mohalla, Chippi Chawl, Masjid Bandar, Mumbai, Maharashtra 400003, India","Indian grocery store",,,,,,,,,,"Indian grocery store","971472112663540898","Mumbai","true","IN",,"0x3be7ce249d3b4a97:0xd7b5cbd488234a2",,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhGGitJNW5eguLKb-ckzq-shTnPu7IetPRV5a-jqcY40NmXqlqj0usEKPRszWCRVMhaLtsMeMeV6V1tv-aZWHYbmNw90s-TGCirpKfWb2jN6ug76V3Dg7ZYNxihpIOxgwGqYeiI3Myg38shkgj3ZRudra7s9HfSveUHVe3M4YPqI9GADYv2Dwj3221WFHranB1IKMQ=w408-h306-k-no","4","false",,"18.95098","72.8343934","Nakhuda Mohalla, Chippi Chawl, Masjid Bandar","Monday","7 AM to 12 AM","Tuesday","7 AM to 12 AM","Wednesday","7 AM to 12 PM","Thursday","7 AM to 12 AM","Friday","7 AM to 12 PM","Saturday","7 AM to 12 AM","Sunday","7 AM to 12 AM","false","+91 98206 60955","+919820660955","ChIJl0o7nSTO5zsRojSCSL1cew0","400003",,"20",,"79",,,,,,"2024-09-22T16:37:15.748Z","https://www.google.com/maps/search/grocery/@18.95931945,72.90252835000001,16z?hl=en","grocery","Maharashtra","74/C, Mohammed Ali Rd","अल्फा फर्शन","false","Alfa Farshan","4.4","https://www.google.com/maps/search/?api=1&query=Alfa%20Farshan&query_place_id=ChIJl0o7nSTO5zsRojSCSL1cew0",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,,,,,,,,"true",,,,,,,,,"true",,,"true",,,,,,"true",,,,,,"false",,,,"Ground floor, Husainbhai Mansion, Shop no. 145, Sardar Vallabhbhai Patel Rd, opposite Goldeval mandir, Mumbai, Maharashtra 400003, India","Indian grocery store","Wholesale grocer",,,,,,,,,"Indian grocery store","1668482984195670766","Mumbai","false","IN",,"0x3be7ce3d9248ef29:0x1727a46f22c442ee",,"https://lh5.googleusercontent.com/p/AF1QipP9sX8fA_nKLPa8MvnjXuvClEX14uHcRwZtigGR=w408-h544-k-no","4","false",,"18.9579501","72.8287735","Ajmer, Null Bazar, Bhuleshwar","Monday","9 AM to 8 PM","Tuesday","9 AM to 8 PM","Wednesday","9 AM to 8 PM","Thursday","9 AM to 8 PM","Friday","9 AM to 8 PM","Saturday","9 AM to 8 PM","Sunday","Closed","false","+91 22 2346 2368","+912223462368","ChIJKe9Ikj3O5zsR7kLEIm-kJxc","400003",,"18",,"7",,,,,,"2024-09-22T16:37:15.594Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Ground floor, Husainbhai Mansion, Shop no. 145, Sardar Vallabhbhai Patel Rd, opposite Goldeval mandir","राजेशकुमार & को","false","Rajeshkumar & Co","4.9","https://www.google.com/maps/search/?api=1&query=Rajeshkumar%20%26%20Co&query_place_id=ChIJKe9Ikj3O5zsR7kLEIm-kJxc",
,"false",,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,,"true","true",,,,,,,,,,,"true",,"true",,,,,,,,"true",,,,,,"true",,,,"true",,,"true",,"Shiva E Numh Building, Chandrakant S Rane Marg, behind City Bakery, Worli Naka, BDD Chawls Worli, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","7656651475984547161","Mumbai","false","IN",,"0x3be7cf8a4f92e317:0x6a41e3f363077d59",,"https://lh5.googleusercontent.com/p/AF1QipP7pDLDT5jGtwhPpcYP8wJolCgOZhOT51uW8XUb=w408-h272-k-no","172","false",,"19.0000593","72.8171656","Worli Naka, BDD Chawls Worli, Worli","Monday","9 AM to 3 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 22 2492 9001","+912224929001","ChIJF-OST4rP5zsRWX0HY_PjQWo","400018",,"18",,"483",,,,,,"2024-09-22T16:37:15.484Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shiva E Numh Building, Chandrakant S Rane Marg, behind City Bakery","व्हाइट मॅजिक वरळी","false","White Magic Worli","4.2","https://www.google.com/maps/search/?api=1&query=White%20Magic%20Worli&query_place_id=ChIJF-OST4rP5zsRWX0HY_PjQWo",
